atom_id,title,module,skill,mapping_basis,runtime_mentions,knowledge_maturity,evidence_maturity,validation_maturity,path
SAM-MEDIA-010,哪些人不需要经营完整 IP,01,sam-project-diagnosis,module_scope_candidate,0,K5,E3,V2,modules/01_内容时代与一人媒体/SAM-MEDIA-010_哪些人不需要经营完整IP.md
SAM-MEDIA-011,最小公共证明怎样建立,01,samskill,module_scope_candidate,0,K5,E4,V2,modules/01_内容时代与一人媒体/SAM-MEDIA-011_最小公共证明怎样建立.md
SAM-MEDIA-011,最小公共证明怎样建立,01,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/01_内容时代与一人媒体/SAM-MEDIA-011_最小公共证明怎样建立.md
SAM-MEDIA-012,影响力怎样连接关系、机会和交易,01,samskill,module_scope_candidate,0,K5,E4,V2,modules/01_内容时代与一人媒体/SAM-MEDIA-012_影响力怎样连接关系机会和交易.md
SAM-MEDIA-012,影响力怎样连接关系、机会和交易,01,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/01_内容时代与一人媒体/SAM-MEDIA-012_影响力怎样连接关系机会和交易.md
SAM-MKT-001,市场来自需求，不来自赛道名称,02,sam-business,explicit_runtime_reference,4,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-001_市场来自需求不来自赛道名称.md
SAM-MKT-001,市场来自需求，不来自赛道名称,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-001_市场来自需求不来自赛道名称.md
SAM-MKT-002,需求、欲望与支付意愿的区别,02,sam-business,explicit_runtime_reference,3,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-002_需求欲望与支付意愿的区别.md
SAM-MKT-002,需求、欲望与支付意愿的区别,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-002_需求欲望与支付意愿的区别.md
SAM-MKT-003,行业、赛道、品类与平台的区别,02,sam-business,explicit_runtime_reference,3,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-003_行业赛道品类与平台的区别.md
SAM-MKT-003,行业、赛道、品类与平台的区别,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-003_行业赛道品类与平台的区别.md
SAM-MKT-004,市场规模不等于个人机会,02,sam-business,explicit_runtime_reference,4,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-004_市场规模不等于个人机会.md
SAM-MKT-004,市场规模不等于个人机会,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-004_市场规模不等于个人机会.md
SAM-MKT-005,行业阶段怎样改变内容任务,02,sam-business,explicit_runtime_reference,3,K5,E4,V1,modules/02_行业市场与商业环境/SAM-MKT-005_行业阶段怎样改变内容任务.md
SAM-MKT-005,行业阶段怎样改变内容任务,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/02_行业市场与商业环境/SAM-MKT-005_行业阶段怎样改变内容任务.md
SAM-MKT-006,供需关系怎样影响获客成本,02,sam-business,explicit_runtime_reference,4,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-006_供需关系怎样影响获客成本.md
SAM-MKT-006,供需关系怎样影响获客成本,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-006_供需关系怎样影响获客成本.md
SAM-MKT-007,商业模式怎样分配成本、收益和风险,02,sam-business,explicit_runtime_reference,5,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-007_商业模式怎样分配成本收益和风险.md
SAM-MKT-007,商业模式怎样分配成本、收益和风险,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-007_商业模式怎样分配成本收益和风险.md
SAM-MKT-008,趋势、窗口、周期与热点的区别,02,sam-business,explicit_runtime_reference,5,K5,E4,V1,modules/02_行业市场与商业环境/SAM-MKT-008_趋势窗口周期与热点的区别.md
SAM-MKT-008,趋势、窗口、周期与热点的区别,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/02_行业市场与商业环境/SAM-MKT-008_趋势窗口周期与热点的区别.md
SAM-MKT-009,赛道选择怎样影响粉丝质量与变现上限,02,sam-business,explicit_runtime_reference,4,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-009_赛道选择怎样影响粉丝质量与变现上限.md
SAM-MKT-009,赛道选择怎样影响粉丝质量与变现上限,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/02_行业市场与商业环境/SAM-MKT-009_赛道选择怎样影响粉丝质量与变现上限.md
SAM-MKT-010,广告 IP 与线索 IP 的商业差异,02,sam-business,explicit_runtime_reference,3,K5,E4,V3,modules/02_行业市场与商业环境/SAM-MKT-010_广告IP与线索IP的商业差异.md
SAM-MKT-010,广告 IP 与线索 IP 的商业差异,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V3,modules/02_行业市场与商业环境/SAM-MKT-010_广告IP与线索IP的商业差异.md
SAM-MKT-011,线上增长怎样连接原有线下业务,02,sam-business,explicit_runtime_reference,5,K5,E4,V3,modules/02_行业市场与商业环境/SAM-MKT-011_线上增长怎样连接原有线下业务.md
SAM-MKT-011,线上增长怎样连接原有线下业务,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V3,modules/02_行业市场与商业环境/SAM-MKT-011_线上增长怎样连接原有线下业务.md
SAM-MKT-012,行业研究的最小输出是什么,02,sam-business,explicit_runtime_reference,4,K5,E4,V1,modules/02_行业市场与商业环境/SAM-MKT-012_行业研究的最小输出是什么.md
SAM-MKT-012,行业研究的最小输出是什么,02,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/02_行业市场与商业环境/SAM-MKT-012_行业研究的最小输出是什么.md
SAM-ASSET-001,经历不等于资产,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-001_经历不等于资产.md
SAM-ASSET-001,经历不等于资产,03,sam-assets,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-001_经历不等于资产.md
SAM-ASSET-002,能力必须由什么结果证明,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-002_能力必须由什么结果证明.md
SAM-ASSET-002,能力必须由什么结果证明,03,sam-assets,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-002_能力必须由什么结果证明.md
SAM-ASSET-003,特定知识怎样被识别,03,sam-project-diagnosis,module_scope_candidate,0,K5,E3,V1,modules/03_个人资产与项目起点/SAM-ASSET-003_特定知识怎样被识别.md
SAM-ASSET-003,特定知识怎样被识别,03,sam-assets,module_scope_candidate,0,K5,E3,V1,modules/03_个人资产与项目起点/SAM-ASSET-003_特定知识怎样被识别.md
SAM-ASSET-004,资源、关系与能力不能混用,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-004_资源关系与能力不能混用.md
SAM-ASSET-004,资源、关系与能力不能混用,03,sam-assets,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-004_资源关系与能力不能混用.md
SAM-ASSET-005,兴趣什么时候能进入项目,03,sam-project-diagnosis,module_scope_candidate,0,K5,E3,V1,modules/03_个人资产与项目起点/SAM-ASSET-005_兴趣什么时候能进入项目.md
SAM-ASSET-005,兴趣什么时候能进入项目,03,sam-assets,module_scope_candidate,0,K5,E3,V1,modules/03_个人资产与项目起点/SAM-ASSET-005_兴趣什么时候能进入项目.md
SAM-ASSET-006,个人经历怎样完成归因,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-006_个人经历怎样完成归因.md
SAM-ASSET-006,个人经历怎样完成归因,03,sam-assets,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-006_个人经历怎样完成归因.md
SAM-ASSET-007,被埋没的能力怎样接受市场验证,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-007_被埋没的能力怎样接受市场验证.md
SAM-ASSET-007,被埋没的能力怎样接受市场验证,03,sam-assets,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-007_被埋没的能力怎样接受市场验证.md
SAM-ASSET-008,项目起点先看现实任务,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-008_项目起点先看现实任务.md
SAM-ASSET-008,项目起点先看现实任务,03,sam-assets,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-008_项目起点先看现实任务.md
SAM-ASSET-009,新用户阶段诊断,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-009_新用户阶段诊断.md
SAM-ASSET-009,新用户阶段诊断,03,sam-assets,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-009_新用户阶段诊断.md
SAM-ASSET-010,个人资产清单的证据等级,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/03_个人资产与项目起点/SAM-ASSET-010_个人资产清单的证据等级.md
SAM-ASSET-010,个人资产清单的证据等级,03,sam-assets,module_scope_candidate,0,K5,E4,V1,modules/03_个人资产与项目起点/SAM-ASSET-010_个人资产清单的证据等级.md
SAM-ASSET-011,没有案例时怎样建立第一份证明,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-011_没有案例时怎样建立第一份证明.md
SAM-ASSET-011,没有案例时怎样建立第一份证明,03,sam-assets,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-011_没有案例时怎样建立第一份证明.md
SAM-ASSET-012,哪些能力不适合立刻产品化,03,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-012_哪些能力不适合立刻产品化.md
SAM-ASSET-012,哪些能力不适合立刻产品化,03,sam-assets,module_scope_candidate,0,K5,E4,V2,modules/03_个人资产与项目起点/SAM-ASSET-012_哪些能力不适合立刻产品化.md
SAM-OFFER-001,产品是对什么结果的承诺,04,sam-product,explicit_runtime_reference,2,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-001_产品是对什么结果的承诺.md
SAM-OFFER-001,产品是对什么结果的承诺,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-001_产品是对什么结果的承诺.md
SAM-OFFER-001,产品是对什么结果的承诺,04,sam-relationship,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-001_产品是对什么结果的承诺.md
SAM-OFFER-002,用户为什么愿意交换钱和时间,04,sam-product,explicit_runtime_reference,3,K5,E4,V1,modules/04_产品、价值与变现/SAM-OFFER-002_用户为什么愿意交换钱和时间.md
SAM-OFFER-002,用户为什么愿意交换钱和时间,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/04_产品、价值与变现/SAM-OFFER-002_用户为什么愿意交换钱和时间.md
SAM-OFFER-002,用户为什么愿意交换钱和时间,04,sam-relationship,module_scope_candidate,0,K5,E4,V1,modules/04_产品、价值与变现/SAM-OFFER-002_用户为什么愿意交换钱和时间.md
SAM-OFFER-003,能力怎样被打包成产品,04,sam-product,explicit_runtime_reference,3,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-003_能力怎样被打包成产品.md
SAM-OFFER-003,能力怎样被打包成产品,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-003_能力怎样被打包成产品.md
SAM-OFFER-003,能力怎样被打包成产品,04,sam-relationship,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-003_能力怎样被打包成产品.md
SAM-OFFER-004,产品人群与场景必须同时定义,04,sam-product,explicit_runtime_reference,3,K5,E4,V1,modules/04_产品、价值与变现/SAM-OFFER-004_产品人群与场景必须同时定义.md
SAM-OFFER-004,产品人群与场景必须同时定义,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/04_产品、价值与变现/SAM-OFFER-004_产品人群与场景必须同时定义.md
SAM-OFFER-004,产品人群与场景必须同时定义,04,sam-relationship,module_scope_candidate,0,K5,E4,V1,modules/04_产品、价值与变现/SAM-OFFER-004_产品人群与场景必须同时定义.md
SAM-OFFER-005,价值不是信息数量,04,sam-product,explicit_runtime_reference,3,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-005_价值不是信息数量.md
SAM-OFFER-005,价值不是信息数量,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-005_价值不是信息数量.md
SAM-OFFER-005,价值不是信息数量,04,sam-relationship,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-005_价值不是信息数量.md
SAM-OFFER-006,价格成本与价值感的区别,04,sam-product,explicit_runtime_reference,3,K5,E4,V1,modules/04_产品、价值与变现/SAM-OFFER-006_价格成本与价值感的区别.md
SAM-OFFER-006,价格成本与价值感的区别,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/04_产品、价值与变现/SAM-OFFER-006_价格成本与价值感的区别.md
SAM-OFFER-006,价格成本与价值感的区别,04,sam-relationship,module_scope_candidate,0,K5,E4,V1,modules/04_产品、价值与变现/SAM-OFFER-006_价格成本与价值感的区别.md
SAM-OFFER-007,免费低价与高价分别承担什么任务,04,sam-product,explicit_runtime_reference,3,K5,E3,V1,modules/04_产品、价值与变现/SAM-OFFER-007_免费低价与高价分别承担什么任务.md
SAM-OFFER-007,免费低价与高价分别承担什么任务,04,sam-project-diagnosis,module_scope_candidate,0,K5,E3,V1,modules/04_产品、价值与变现/SAM-OFFER-007_免费低价与高价分别承担什么任务.md
SAM-OFFER-007,免费低价与高价分别承担什么任务,04,sam-relationship,module_scope_candidate,0,K5,E3,V1,modules/04_产品、价值与变现/SAM-OFFER-007_免费低价与高价分别承担什么任务.md
SAM-OFFER-008,产品阶梯怎样连接第一次交易与长期关系,04,sam-product,explicit_runtime_reference,4,K5,E3,V1,modules/04_产品、价值与变现/SAM-OFFER-008_产品阶梯怎样连接第一次交易与长期关系.md
SAM-OFFER-008,产品阶梯怎样连接第一次交易与长期关系,04,sam-project-diagnosis,module_scope_candidate,0,K5,E3,V1,modules/04_产品、价值与变现/SAM-OFFER-008_产品阶梯怎样连接第一次交易与长期关系.md
SAM-OFFER-008,产品阶梯怎样连接第一次交易与长期关系,04,sam-relationship,module_scope_candidate,0,K5,E3,V1,modules/04_产品、价值与变现/SAM-OFFER-008_产品阶梯怎样连接第一次交易与长期关系.md
SAM-OFFER-009,交付能力决定承诺上限,04,sam-product,explicit_runtime_reference,4,K5,E4,V3,modules/04_产品、价值与变现/SAM-OFFER-009_交付能力决定承诺上限.md
SAM-OFFER-009,交付能力决定承诺上限,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V3,modules/04_产品、价值与变现/SAM-OFFER-009_交付能力决定承诺上限.md
SAM-OFFER-009,交付能力决定承诺上限,04,sam-relationship,module_scope_candidate,0,K5,E4,V3,modules/04_产品、价值与变现/SAM-OFFER-009_交付能力决定承诺上限.md
SAM-OFFER-010,知识库社群与线下课的产品边界,04,sam-product,explicit_runtime_reference,3,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-010_知识库社群与线下课的产品边界.md
SAM-OFFER-010,知识库社群与线下课的产品边界,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-010_知识库社群与线下课的产品边界.md
SAM-OFFER-010,知识库社群与线下课的产品边界,04,sam-relationship,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-010_知识库社群与线下课的产品边界.md
SAM-OFFER-011,知识付费逻辑怎样迁移到其他业务,04,sam-product,explicit_runtime_reference,3,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-011_知识付费逻辑怎样迁移到其他业务.md
SAM-OFFER-011,知识付费逻辑怎样迁移到其他业务,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-011_知识付费逻辑怎样迁移到其他业务.md
SAM-OFFER-011,知识付费逻辑怎样迁移到其他业务,04,sam-relationship,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-011_知识付费逻辑怎样迁移到其他业务.md
SAM-OFFER-012,产品验证的最小证据,04,sam-product,explicit_runtime_reference,3,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-012_产品验证的最小证据.md
SAM-OFFER-012,产品验证的最小证据,04,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-012_产品验证的最小证据.md
SAM-OFFER-012,产品验证的最小证据,04,sam-relationship,module_scope_candidate,0,K5,E4,V2,modules/04_产品、价值与变现/SAM-OFFER-012_产品验证的最小证据.md
SAM-USER-001,用户不是人口标签,05,sam-position,explicit_runtime_reference,3,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-001_用户不是人口标签.md
SAM-USER-001,用户不是人口标签,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-001_用户不是人口标签.md
SAM-USER-002,处境比身份更接近决策,05,sam-position,explicit_runtime_reference,3,K5,E4,V1,modules/05_用户、需求与决策/SAM-USER-002_处境比身份更接近决策.md
SAM-USER-002,处境比身份更接近决策,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/05_用户、需求与决策/SAM-USER-002_处境比身份更接近决策.md
SAM-USER-003,用户任务的三层结构,05,sam-position,explicit_runtime_reference,3,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-003_用户任务的三层结构.md
SAM-USER-003,用户任务的三层结构,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-003_用户任务的三层结构.md
SAM-USER-004,表面需求与真实任务的区别,05,sam-position,explicit_runtime_reference,3,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-004_表面需求与真实任务的区别.md
SAM-USER-004,表面需求与真实任务的区别,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-004_表面需求与真实任务的区别.md
SAM-USER-005,欲望怎样形成市场,05,sam-position,explicit_runtime_reference,3,K5,E4,V1,modules/05_用户、需求与决策/SAM-USER-005_欲望怎样形成市场.md
SAM-USER-005,欲望怎样形成市场,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/05_用户、需求与决策/SAM-USER-005_欲望怎样形成市场.md
SAM-USER-006,痛点不是问题本身,05,sam-position,explicit_runtime_reference,3,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-006_痛点不是问题本身.md
SAM-USER-006,痛点不是问题本身,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-006_痛点不是问题本身.md
SAM-USER-007,风险怎样阻碍第一次行动,05,sam-position,explicit_runtime_reference,3,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-007_风险怎样阻碍第一次行动.md
SAM-USER-007,风险怎样阻碍第一次行动,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-007_风险怎样阻碍第一次行动.md
SAM-USER-008,身份认同怎样影响内容选择,05,sam-position,explicit_runtime_reference,3,K5,E4,V1,modules/05_用户、需求与决策/SAM-USER-008_身份认同怎样影响内容选择.md
SAM-USER-008,身份认同怎样影响内容选择,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/05_用户、需求与决策/SAM-USER-008_身份认同怎样影响内容选择.md
SAM-USER-009,社会位置怎样改变同一需求,05,sam-position,explicit_runtime_reference,3,K5,E4,V1,modules/05_用户、需求与决策/SAM-USER-009_社会位置怎样改变同一需求.md
SAM-USER-009,社会位置怎样改变同一需求,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V1,modules/05_用户、需求与决策/SAM-USER-009_社会位置怎样改变同一需求.md
SAM-USER-010,用户认知阶段怎样影响表达,05,sam-position,explicit_runtime_reference,3,K5,E3,V2,modules/05_用户、需求与决策/SAM-USER-010_用户认知阶段怎样影响表达.md
SAM-USER-010,用户认知阶段怎样影响表达,05,sam-project-diagnosis,module_scope_candidate,0,K5,E3,V2,modules/05_用户、需求与决策/SAM-USER-010_用户认知阶段怎样影响表达.md
SAM-USER-011,评论搜索与咨询怎样互相补证,05,sam-position,explicit_runtime_reference,3,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-011_评论搜索与咨询怎样互相补证.md
SAM-USER-011,评论搜索与咨询怎样互相补证,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-011_评论搜索与咨询怎样互相补证.md
SAM-USER-012,用户假设怎样前向验证,05,sam-position,explicit_runtime_reference,3,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-012_用户假设怎样前向验证.md
SAM-USER-012,用户假设怎样前向验证,05,sam-project-diagnosis,module_scope_candidate,0,K5,E4,V2,modules/05_用户、需求与决策/SAM-USER-012_用户假设怎样前向验证.md
SAM-POS-001,定位不是一句简介,06,sam-position,explicit_runtime_reference,2,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-001_定位不是一句简介.md
SAM-POS-001,定位不是一句简介,06,sam-strategy,explicit_runtime_reference,2,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-001_定位不是一句简介.md
SAM-POS-002,定位同时约束人群、问题、角色和结果,06,sam-position,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-002_定位同时约束人群问题角色和结果.md
SAM-POS-002,定位同时约束人群、问题、角色和结果,06,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-002_定位同时约束人群问题角色和结果.md
SAM-POS-003,公共角色来自真实能力与用户任务,06,sam-position,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-003_公共角色来自真实能力与用户任务.md
SAM-POS-003,公共角色来自真实能力与用户任务,06,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-003_公共角色来自真实能力与用户任务.md
SAM-POS-004,人设不是伪装，而是公共信息选择,06,sam-position,explicit_runtime_reference,2,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-004_人设不是伪装而是公共信息选择.md
SAM-POS-004,人设不是伪装，而是公共信息选择,06,sam-strategy,explicit_runtime_reference,2,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-004_人设不是伪装而是公共信息选择.md
SAM-POS-005,立场与价值观怎样筛选关系,06,sam-position,explicit_runtime_reference,2,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-005_立场与价值观怎样筛选关系.md
SAM-POS-005,立场与价值观怎样筛选关系,06,sam-strategy,explicit_runtime_reference,2,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-005_立场与价值观怎样筛选关系.md
SAM-POS-006,赛道与行业怎样限制商业上限,06,sam-position,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-006_赛道与行业怎样限制商业上限.md
SAM-POS-006,赛道与行业怎样限制商业上限,06,sam-strategy,explicit_runtime_reference,1,K5,E4,V2,modules/06_定位公共角色与账号承诺/SAM-POS-006_赛道与行业怎样限制商业上限.md
